Time,VAV WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV WITH REHEAT:DesPer 3:Des Heat Mass Flow [kg/s],VAV WITH REHEAT:DesPer 3:Des Heat Cap [W],VAV WITH REHEAT:DesPer 3:Des Cool Mass Flow [kg/s],VAV WITH REHEAT:DesPer 3:Des Sens Cool Cap [W],VAV WITH REHEAT:DesPer 3:Des Tot Cool Cap [W],VAV WITH REHEAT 1:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH REHEAT 1:DesPer 1:Des Heat Cap [W],VAV WITH REHEAT 1:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH REHEAT 1:DesPer 1:Des Sens Cool Cap [W],VAV WITH REHEAT 1:DesPer 1:Des Tot Cool Cap [W],VAV WITH REHEAT 1:DesPer 2:Des Heat Mass Flow [kg/s],VAV WITH REHEAT 1:DesPer 2:Des Heat Cap [W],VAV WITH REHEAT 1:DesPer 2:Des Cool Mass Flow [kg/s],VAV WITH REHEAT 1:DesPer 2:Des Sens Cool Cap [W],VAV WITH REHEAT 1:DesPer 2:Des Tot Cool Cap [W],VAV WITH REHEAT 1:DesPer 3:Des Heat Mass Flow [kg/s],VAV WITH REHEAT 1:DesPer 3:Des Heat Cap [W],VAV WITH REHEAT 1:DesPer 3:Des Cool Mass Flow [kg/s],VAV WITH REHEAT 1:DesPer 3:Des Sens Cool Cap [W],VAV WITH REHEAT 1:DesPer 3:Des Tot Cool Cap [W],VAV WITH REHEAT 2:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH REHEAT 2:DesPer 1:Des Heat Cap [W],VAV WITH REHEAT 2:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH REHEAT 2:DesPer 1:Des Sens Cool Cap [W],VAV WITH REHEAT 2:DesPer 1:Des Tot Cool Cap [W],VAV WITH REHEAT 2:DesPer 2:Des Heat Mass Flow [kg/s],VAV WITH REHEAT 2:DesPer 2:Des Heat Cap [W],VAV WITH REHEAT 2:DesPer 2:Des Cool Mass Flow [kg/s],VAV WITH REHEAT 2:DesPer 2:Des Sens Cool Cap [W],VAV WITH REHEAT 2:DesPer 2:Des Tot Cool Cap [W],VAV WITH REHEAT 2:DesPer 3:Des Heat Mass Flow [kg/s],VAV WITH REHEAT 2:DesPer 3:Des Heat Cap [W],VAV WITH REHEAT 2:DesPer 3:Des Cool Mass Flow [kg/s],VAV WITH REHEAT 2:DesPer 3:Des Sens Cool Cap [W],VAV WITH REHEAT 2:DesPer 3:Des Tot Cool Cap [W]
16:10:00,8.599332E-01,0.000000E+00,4.848920E+00,5.818656E+04,7.448537E+04,8.599332E-01,0.000000E+00,4.733443E+00,5.526814E+04,7.702140E+04,1.064641E+00,2.996845E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.302367E+00,6.319765E+04,7.987144E+04,8.599332E-01,0.000000E+00,5.145713E+00,5.982395E+04,8.204729E+04,1.214296E+00,2.862965E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.725625E+00,6.787522E+04,8.481241E+04,8.599332E-01,0.000000E+00,5.490119E+00,6.362991E+04,8.615509E+04,1.834404E+00,2.308372E+04,8.599332E-01,0.000000E+00,0.000000E+00
16:20:00,8.599332E-01,0.000000E+00,4.848130E+00,5.807066E+04,7.437445E+04,8.599332E-01,0.000000E+00,4.733026E+00,5.515638E+04,7.691495E+04,1.061532E+00,2.999625E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.303619E+00,6.310432E+04,7.978131E+04,8.599332E-01,0.000000E+00,5.147395E+00,5.973538E+04,8.196242E+04,1.210985E+00,2.865926E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.731473E+00,6.783270E+04,8.477353E+04,8.599332E-01,0.000000E+00,5.496630E+00,6.359472E+04,8.612440E+04,1.830127E+00,2.312196E+04,8.599332E-01,0.000000E+00,0.000000E+00
16:30:00,8.599332E-01,0.000000E+00,4.843062E+00,5.790749E+04,7.421289E+04,8.599332E-01,0.000000E+00,4.728348E+00,5.499752E+04,7.675793E+04,1.058494E+00,3.002341E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.301221E+00,6.297067E+04,7.964847E+04,8.599332E-01,0.000000E+00,5.145449E+00,5.960672E+04,8.183494E+04,1.207744E+00,2.868825E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.733286E+00,6.774559E+04,8.468792E+04,8.599332E-01,0.000000E+00,5.499132E+00,6.351522E+04,8.604706E+04,1.825929E+00,2.315948E+04,8.599332E-01,0.000000E+00,0.000000E+00
16:40:00,8.599332E-01,0.000000E+00,4.834110E+00,5.770140E+04,7.400609E+04,8.599332E-01,0.000000E+00,4.719799E+00,5.479589E+04,7.655574E+04,1.055523E+00,3.004999E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.295488E+00,6.280015E+04,7.947716E+04,8.599332E-01,0.000000E+00,5.140181E+00,5.944135E+04,8.166909E+04,1.204566E+00,2.871667E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.731368E+00,6.761724E+04,8.455965E+04,8.599332E-01,0.000000E+00,5.497920E+00,6.339468E+04,8.592715E+04,1.821805E+00,2.319635E+04,8.599332E-01,0.000000E+00,0.000000E+00
16:50:00,8.599332E-01,0.000000E+00,4.821486E+00,5.745474E+04,7.375655E+04,8.599332E-01,0.000000E+00,4.707584E+00,5.455374E+04,7.631084E+04,1.052614E+00,3.007600E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.286635E+00,6.259517E+04,7.926982E+04,8.599332E-01,0.000000E+00,5.131804E+00,5.924163E+04,8.146727E+04,1.201445E+00,2.874458E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.725930E+00,6.745000E+04,8.439097E+04,8.599332E-01,0.000000E+00,5.493200E+00,6.323537E+04,8.576687E+04,1.817752E+00,2.323260E+04,8.599332E-01,0.000000E+00,0.000000E+00
17:00:00,8.599332E-01,0.000000E+00,4.802481E+00,5.713754E+04,7.343223E+04,8.599332E-01,0.000000E+00,4.688992E+00,5.424112E+04,7.599095E+04,1.049763E+00,3.010150E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.273117E+00,6.233862E+04,7.900789E+04,8.599332E-01,0.000000E+00,5.118771E+00,5.899045E+04,8.121067E+04,1.198376E+00,2.877203E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.715414E+00,6.722664E+04,8.416313E+04,8.599332E-01,0.000000E+00,5.483413E+00,6.302007E+04,8.554719E+04,1.813765E+00,2.326825E+04,8.599332E-01,0.000000E+00,0.000000E+00
17:10:00,8.599332E-01,0.000000E+00,4.750827E+00,5.643273E+04,7.267985E+04,8.599332E-01,0.000000E+00,4.637798E+00,5.354140E+04,7.524178E+04,1.053854E+00,3.006491E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.229643E+00,6.172422E+04,7.835268E+04,8.599332E-01,0.000000E+00,5.075817E+00,5.838180E+04,8.055887E+04,1.202103E+00,2.873869E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.674449E+00,6.663997E+04,8.353854E+04,8.599332E-01,0.000000E+00,5.443221E+00,6.244196E+04,8.492847E+04,1.816688E+00,2.324210E+04,8.599332E-01,0.000000E+00,0.000000E+00
17:20:00,8.599332E-01,0.000000E+00,4.690472E+00,5.563179E+04,7.168157E+04,8.599332E-01,0.000000E+00,4.577915E+00,5.274568E+04,7.425188E+04,1.058528E+00,3.002311E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.179657E+00,6.103788E+04,7.745617E+04,8.599332E-01,0.000000E+00,5.026406E+00,5.770182E+04,7.967355E+04,1.206333E+00,2.870085E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.626499E+00,6.597614E+04,8.265162E+04,8.599332E-01,0.000000E+00,5.396086E+00,6.178715E+04,8.405799E+04,1.820195E+00,2.321071E+04,8.599332E-01,0.000000E+00,0.000000E+00
17:30:00,8.599332E-01,0.000000E+00,4.624481E+00,5.476860E+04,7.058953E+04,8.599332E-01,0.000000E+00,4.512411E+00,5.188787E+04,7.316884E+04,1.063545E+00,2.997823E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.125595E+00,6.030654E+04,7.647987E+04,8.599332E-01,0.000000E+00,4.972940E+00,5.697708E+04,7.870913E+04,1.210878E+00,2.866019E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.574016E+00,6.526226E+04,8.167955E+04,8.599332E-01,0.000000E+00,5.344446E+00,6.108259E+04,8.310307E+04,1.824059E+00,2.317614E+04,8.599332E-01,0.000000E+00,0.000000E+00
17:40:00,8.599332E-01,0.000000E+00,4.553651E+00,5.385196E+04,6.948559E+04,8.599332E-01,0.000000E+00,4.442089E+00,5.097685E+04,7.207161E+04,1.068830E+00,2.993096E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.068039E+00,5.953662E+04,7.551644E+04,8.599332E-01,0.000000E+00,4.915992E+00,5.621388E+04,7.775407E+04,1.215686E+00,2.861719E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.517580E+00,6.450473E+04,8.072347E+04,8.599332E-01,0.000000E+00,5.288876E+00,6.033464E+04,8.215904E+04,1.828201E+00,2.313908E+04,8.599332E-01,0.000000E+00,0.000000E+00
17:50:00,8.599332E-01,0.000000E+00,4.478350E+00,5.288593E+04,6.838040E+04,8.599332E-01,0.000000E+00,4.367339E+00,5.001692E+04,7.097109E+04,1.074337E+00,2.988171E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.007166E+00,5.873008E+04,7.457600E+04,8.599332E-01,0.000000E+00,4.855743E+00,5.541424E+04,7.681876E+04,1.220722E+00,2.857214E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.457341E+00,6.370523E+04,7.979215E+04,8.599332E-01,0.000000E+00,5.229531E+00,5.954502E+04,8.123520E+04,1.832573E+00,2.309999E+04,8.599332E-01,0.000000E+00,0.000000E+00
18:00:00,8.599332E-01,0.000000E+00,4.401820E+00,5.190632E+04,6.729438E+04,8.599332E-01,0.000000E+00,4.291363E+00,4.904344E+04,6.988838E+04,1.080032E+00,2.983077E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.944805E+00,5.790710E+04,7.365840E+04,8.599332E-01,0.000000E+00,4.794022E+00,5.459835E+04,7.590476E+04,1.225961E+00,2.852529E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.395127E+00,6.288390E+04,7.888144E+04,8.599332E-01,0.000000E+00,5.168235E+00,5.873384E+04,8.032997E+04,1.837139E+00,2.305917E+04,8.599332E-01,0.000000E+00,0.000000E+00
18:10:00,8.599332E-01,0.000000E+00,4.237795E+00,4.989276E+04,6.507919E+04,8.599332E-01,0.000000E+00,4.127998E+00,4.703717E+04,6.767109E+04,1.107298E+00,2.958691E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.797342E+00,5.607662E+04,7.165437E+04,8.599332E-01,0.000000E+00,4.647308E+00,5.277615E+04,7.389732E+04,1.252325E+00,2.828948E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.247033E+00,6.104647E+04,7.688185E+04,8.599332E-01,0.000000E+00,5.021206E+00,5.690820E+04,7.832777E+04,1.863144E+00,2.282661E+04,8.599332E-01,0.000000E+00,0.000000E+00
18:20:00,8.599332E-01,0.000000E+00,4.067459E+00,4.780950E+04,6.258737E+04,8.599332E-01,0.000000E+00,3.958362E+00,4.496166E+04,6.519048E+04,1.136444E+00,2.932623E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.643263E+00,5.417308E+04,6.932523E+04,8.599332E-01,0.000000E+00,4.493997E+00,5.088111E+04,7.158351E+04,1.280282E+00,2.803944E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,5.091686E+00,5.912895E+04,7.451751E+04,8.599332E-01,0.000000E+00,4.866991E+00,5.500321E+04,7.598738E+04,1.890881E+00,2.257857E+04,8.599332E-01,0.000000E+00,0.000000E+00
18:30:00,8.599332E-01,0.000000E+00,3.892641E+00,4.567670E+04,6.001366E+04,8.599332E-01,0.000000E+00,3.784248E+00,4.283666E+04,6.262997E+04,1.166640E+00,2.905617E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.483885E+00,5.221097E+04,6.689364E+04,8.599332E-01,0.000000E+00,4.335394E+00,4.892759E+04,6.916993E+04,1.309218E+00,2.778065E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.930487E+00,5.714676E+04,7.204090E+04,8.599332E-01,0.000000E+00,4.706942E+00,5.303374E+04,7.353802E+04,1.919678E+00,2.232108E+04,8.599332E-01,0.000000E+00,0.000000E+00
18:40:00,8.599332E-01,0.000000E+00,3.710695E+00,4.346511E+04,5.743150E+04,8.599332E-01,0.000000E+00,3.603026E+00,4.063309E+04,6.005577E+04,1.197608E+00,2.877920E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.317325E+00,5.016950E+04,6.446893E+04,8.599332E-01,0.000000E+00,4.169640E+00,4.689505E+04,6.675568E+04,1.338958E+00,2.751467E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.761537E+00,5.507891E+04,6.957843E+04,8.599332E-01,0.000000E+00,4.539185E+00,5.097909E+04,7.109195E+04,1.949308E+00,2.205610E+04,8.599332E-01,0.000000E+00,0.000000E+00
18:50:00,8.599332E-01,0.000000E+00,3.518438E+00,4.113955E+04,5.481352E+04,8.599332E-01,0.000000E+00,3.411529E+00,3.831594E+04,5.743992E+04,1.229306E+00,2.849570E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.141006E+00,4.802017E+04,6.203436E+04,8.599332E-01,0.000000E+00,3.994186E+00,4.475527E+04,6.432363E+04,1.369420E+00,2.724222E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.582192E+00,5.289617E+04,6.711232E+04,8.599332E-01,0.000000E+00,4.361106E+00,4.881035E+04,6.863136E+04,1.996872E+00,2.163070E+04,8.599332E-01,0.000000E+00,0.000000E+00
19:00:00,8.599332E-01,0.000000E+00,3.317251E+00,3.871527E+04,5.215084E+04,8.599332E-01,0.000000E+00,3.211175E+00,3.590087E+04,5.477634E+04,1.261607E+00,2.820681E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.955878E+00,4.577345E+04,5.956917E+04,8.599332E-01,0.000000E+00,3.809977E+00,4.251873E+04,6.185655E+04,1.400518E+00,2.696410E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.393467E+00,5.060976E+04,6.461644E+04,8.599332E-01,0.000000E+00,4.173720E+00,4.653875E+04,6.613539E+04,2.068205E+00,2.099271E+04,8.599332E-01,0.000000E+00,0.000000E+00
19:10:00,8.599332E-01,0.000000E+00,3.155751E+00,3.678318E+04,5.005557E+04,8.599332E-01,0.000000E+00,3.050549E+00,3.397845E+04,5.268218E+04,1.281797E+00,2.802625E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.809208E+00,4.400535E+04,5.765731E+04,8.599332E-01,0.000000E+00,3.664279E+00,4.076138E+04,5.994559E+04,1.419768E+00,2.679196E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.242717E+00,4.879661E+04,6.266792E+04,8.599332E-01,0.000000E+00,4.024362E+00,4.474099E+04,6.419000E+04,2.110143E+00,2.061767E+04,8.599332E-01,0.000000E+00,0.000000E+00
19:20:00,8.599332E-01,0.000000E+00,2.988136E+00,3.478344E+04,4.782470E+04,8.599332E-01,0.000000E+00,2.883908E+00,3.198947E+04,5.045924E+04,1.301558E+00,2.784953E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.656393E+00,4.216926E+04,5.558466E+04,8.599332E-01,0.000000E+00,3.512491E+00,3.893665E+04,5.788343E+04,1.438739E+00,2.662232E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,4.085269E+00,4.690936E+04,6.053586E+04,8.599332E-01,0.000000E+00,3.868379E+00,4.286994E+04,6.207484E+04,2.151422E+00,2.024853E+04,8.599332E-01,0.000000E+00,0.000000E+00
19:30:00,8.599332E-01,0.000000E+00,2.814895E+00,3.272147E+04,4.552125E+04,8.599332E-01,0.000000E+00,2.711716E+00,2.993912E+04,4.816501E+04,1.321252E+00,2.767340E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.498257E+00,4.027431E+04,5.343619E+04,8.599332E-01,0.000000E+00,3.355454E+00,3.705386E+04,5.574754E+04,1.457742E+00,2.645240E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.921933E+00,4.495698E+04,5.831824E+04,8.599332E-01,0.000000E+00,3.706576E+00,4.093452E+04,5.987682E+04,2.192345E+00,1.988256E+04,8.599332E-01,0.000000E+00,0.000000E+00
19:40:00,8.599332E-01,0.000000E+00,2.641657E+00,3.065950E+04,4.324840E+04,8.599332E-01,0.000000E+00,2.539599E+00,2.788954E+04,4.589920E+04,1.341089E+00,2.749602E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.339499E+00,3.837245E+04,5.131860E+04,8.599332E-01,0.000000E+00,3.197842E+00,3.516469E+04,5.363908E+04,1.476827E+00,2.628175E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.757467E+00,4.299206E+04,5.613121E+04,8.599332E-01,0.000000E+00,3.543686E+00,3.898704E+04,5.770432E+04,2.233622E+00,1.951351E+04,8.599332E-01,0.000000E+00,0.000000E+00
19:50:00,8.599332E-01,0.000000E+00,2.476093E+00,2.868232E+04,4.109881E+04,8.599332E-01,0.000000E+00,2.375124E+00,2.592441E+04,4.375333E+04,1.361033E+00,2.731769E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.186689E+00,3.653628E+04,4.931433E+04,8.599332E-01,0.000000E+00,3.046152E+00,3.334091E+04,5.163945E+04,1.495978E+00,2.611053E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.598617E+00,4.108917E+04,5.405978E+04,8.599332E-01,0.000000E+00,3.386365E+00,3.710106E+04,5.564111E+04,2.274914E+00,1.914435E+04,8.599332E-01,0.000000E+00,0.000000E+00
20:00:00,8.599332E-01,0.000000E+00,2.319241E+00,2.680140E+04,3.907401E+04,8.599332E-01,0.000000E+00,2.219318E+00,2.405506E+04,4.172932E+04,1.381139E+00,2.713791E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.041205E+00,3.478107E+04,4.742571E+04,8.599332E-01,0.000000E+00,2.901742E+00,3.159758E+04,4.975171E+04,1.515203E+00,2.593865E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.446759E+00,3.926353E+04,5.210334E+04,8.599332E-01,0.000000E+00,3.235969E+00,3.529160E+04,5.368791E+04,2.316391E+00,1.877354E+04,8.599332E-01,0.000000E+00,0.000000E+00
20:10:00,8.599332E-01,0.000000E+00,2.237281E+00,2.577504E+04,3.797054E+04,8.599332E-01,0.000000E+00,2.138233E+00,2.303836E+04,4.063079E+04,1.385767E+00,2.709657E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.966745E+00,3.383764E+04,4.641116E+04,8.599332E-01,0.000000E+00,2.828180E+00,3.066408E+04,4.874265E+04,1.519223E+00,2.590275E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.365936E+00,3.824980E+04,5.102014E+04,8.599332E-01,0.000000E+00,3.156383E+00,3.429154E+04,5.261261E+04,2.320902E+00,1.873335E+04,8.599332E-01,0.000000E+00,0.000000E+00
20:20:00,8.599332E-01,0.000000E+00,2.172596E+00,2.493958E+04,3.707595E+04,8.599332E-01,0.000000E+00,2.074287E+00,2.221107E+04,3.974049E+04,1.389198E+00,2.706593E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.907494E+00,3.306228E+04,4.558273E+04,8.599332E-01,0.000000E+00,2.769708E+00,2.989733E+04,4.791913E+04,1.522216E+00,2.587603E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.300286E+00,3.740372E+04,5.012263E+04,8.599332E-01,0.000000E+00,3.091803E+00,3.345729E+04,5.172195E+04,2.323355E+00,1.871160E+04,8.599332E-01,0.000000E+00,0.000000E+00
20:30:00,8.599332E-01,0.000000E+00,2.121230E+00,2.425132E+04,3.634158E+04,8.599332E-01,0.000000E+00,2.023575E+00,2.153005E+04,3.901038E+04,1.392068E+00,2.704030E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.860116E+00,3.241814E+04,4.489821E+04,8.599332E-01,0.000000E+00,2.723016E+00,2.926076E+04,4.723940E+04,1.524604E+00,2.585472E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.246446E+00,3.668817E+04,4.936797E+04,8.599332E-01,0.000000E+00,3.038922E+00,3.275233E+04,5.097401E+04,2.324784E+00,1.869898E+04,8.599332E-01,0.000000E+00,0.000000E+00
20:40:00,8.599332E-01,0.000000E+00,2.080178E+00,2.367705E+04,3.573114E+04,8.599332E-01,0.000000E+00,1.983079E+00,2.096192E+04,3.840383E+04,1.394465E+00,2.701890E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.821893E+00,3.187515E+04,4.432425E+04,8.599332E-01,0.000000E+00,2.685394E+00,2.872442E+04,4.667007E+04,1.526510E+00,2.583770E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.201707E+00,3.607318E+04,4.872291E+04,8.599332E-01,0.000000E+00,2.995040E+00,3.214681E+04,5.033547E+04,2.325525E+00,1.869249E+04,8.599332E-01,0.000000E+00,0.000000E+00
20:50:00,8.599332E-01,0.000000E+00,2.045421E+00,2.317235E+04,3.519669E+04,8.599332E-01,0.000000E+00,1.948847E+00,2.046302E+04,3.787325E+04,1.396467E+00,2.700103E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.789325E+00,3.139467E+04,4.381890E+04,8.599332E-01,0.000000E+00,2.653388E+00,2.825015E+04,4.616921E+04,1.528024E+00,2.582419E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.162546E+00,3.551981E+04,4.814519E+04,8.599332E-01,0.000000E+00,2.956686E+00,3.160237E+04,4.976413E+04,2.325769E+00,1.869041E+04,8.599332E-01,0.000000E+00,0.000000E+00
21:00:00,8.599332E-01,0.000000E+00,2.015003E+00,2.271560E+04,3.471474E+04,8.599332E-01,0.000000E+00,1.918935E+00,2.001187E+04,3.739514E+04,1.398136E+00,2.698613E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.760647E+00,3.095716E+04,4.336081E+04,8.599332E-01,0.000000E+00,2.625248E+00,2.781859E+04,4.571556E+04,1.529217E+00,2.581355E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,3.127199E+00,3.500860E+04,4.761358E+04,8.599332E-01,0.000000E+00,2.922118E+00,3.109977E+04,4.923881E+04,2.325655E+00,1.869152E+04,8.599332E-01,0.000000E+00,0.000000E+00
21:10:00,8.599332E-01,0.000000E+00,1.666552E+00,1.881539E+04,3.060126E+04,8.599332E-01,0.000000E+00,1.586705E+00,1.628015E+04,3.341937E+04,1.250690E+00,2.830474E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.288651E+00,2.579495E+04,3.796753E+04,8.599332E-01,0.000000E+00,2.176042E+00,2.288570E+04,4.051023E+04,1.359724E+00,2.732935E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.591334E+00,2.920350E+04,4.157105E+04,8.599332E-01,0.000000E+00,2.420756E+00,2.563753E+04,4.349193E+04,1.939438E+00,2.218030E+04,8.599332E-01,0.000000E+00,0.000000E+00
21:20:00,8.599332E-01,0.000000E+00,1.323939E+00,1.499528E+04,2.657955E+04,8.599332E-01,0.000000E+00,1.260227E+00,1.261984E+04,2.952132E+04,1.102897E+00,2.962646E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,1.822109E+00,2.078946E+04,3.277554E+04,8.599332E-01,0.000000E+00,1.732198E+00,1.809091E+04,3.548791E+04,1.205845E+00,2.874254E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,2.062015E+00,2.361779E+04,3.581170E+04,8.599332E-01,0.000000E+00,1.925808E+00,2.036248E+04,3.799731E+04,1.673560E+00,2.489982E+04,8.599332E-01,0.000000E+00,0.000000E+00
21:30:00,8.599332E-01,0.000000E+00,1.025763E+00,1.152679E+04,2.286612E+04,8.599332E-01,0.000000E+00,9.895390E-01,9.455614E+03,2.608162E+04,9.602112E-01,3.093275E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,1.360385E+00,1.555532E+04,2.719869E+04,8.599332E-01,0.000000E+00,1.293082E+00,1.308722E+04,3.006294E+04,1.061158E+00,3.008665E+04,8.599332E-01,0.000000E+00,0.000000E+00,8.599332E-01,0.000000E+00,1.538624E+00,1.774896E+04,2.956525E+04,8.599332E-01,0.000000E+00,1.436658E+00,1.483757E+04,3.200077E+04,1.483117E+00,2.677245E+04,8.599332E-01,0.000000E+00,0.000000E+00
